Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_wear,Operation 
302.6,314.04,1379.69,26.97,18.59,0
302.93,312.4,1755.36,21.2,18.62,0
303.64,315.23,1281.15,26.16,18.68,0
299.27,307.78,778.0,32.18,18.73,1
303.77,312.62,1503.65,25.07,18.76,0
298.62,305.76,1285.55,22.36,18.8,1
297.43,304.75,1497.8,23.87,18.86,1
303.39,314.05,1366.11,25.12,18.9,0
297.49,306.47,1524.32,22.82,18.94,0
297.1,306.43,2032.2,18.76,18.99,1
301.99,313.19,1528.34,25.72,19.04,0
305.38,315.64,1163.26,27.97,19.09,1
300.98,309.97,1873.1,20.0,19.13,1
301.21,310.68,1461.17,24.01,19.17,0
300.7,309.27,2080.33,23.29,19.21,1
298.88,310.77,1278.7,26.91,19.26,0
299.84,307.88,988.93,30.85,19.33,1
299.69,310.23,1486.8,24.28,19.36,0
301.14,311.87,1498.9,25.29,19.41,0
301.94,310.48,1691.23,21.97,19.45,1
302.46,312.92,1043.19,28.4,19.51,1
302.4,314.75,1632.76,23.42,19.56,0
299.48,311.41,1821.04,22.16,19.6,1
298.34,308.34,972.56,33.93,19.65,1
296.86,304.71,1628.45,22.58,19.71,1
294.9,305.85,2048.18,22.31,19.77,1
296.32,306.94,1740.53,20.76,19.81,0
301.19,310.67,1098.88,27.81,19.86,1
303.69,312.9,1129.29,26.15,19.9,1
299.91,310.12,1299.78,27.69,19.94,0
301.48,313.19,1276.66,25.29,20.0,0
298.84,307.2,2059.38,21.14,20.06,1
301.25,308.15,1615.12,25.24,20.11,1
298.55,307.46,1506.57,27.07,20.17,0
302.77,315.84,979.8,29.75,20.23,1
301.93,312.45,1246.88,26.66,20.29,0
298.21,308.32,890.14,33.96,20.33,1
300.36,309.5,1558.69,24.14,20.39,0
300.17,310.13,1474.77,24.42,20.45,0
301.22,311.39,1091.72,32.19,20.49,1
300.83,313.22,1303.62,24.17,20.53,0
302.18,314.27,1853.19,20.82,20.58,1
296.13,303.73,1658.95,22.42,20.62,1
299.81,311.26,1199.13,28.01,20.66,1
302.71,313.12,1639.61,24.23,20.7,0
300.55,308.43,1540.75,23.97,20.75,1
299.19,310.37,1335.78,28.67,20.8,0
303.53,315.92,1392.52,26.52,20.85,0
299.35,308.29,1213.77,31.44,20.9,0
301.64,311.85,1107.98,32.46,20.96,1
299.65,308.66,1801.06,20.37,21.02,1
298.13,307.9,1643.0,25.3,21.04,0
300.9,310.0,1844.26,22.1,21.09,1
294.23,307.52,1328.13,25.29,21.16,0
298.55,306.6,1453.58,27.69,21.22,1
302.21,313.32,1271.44,30.56,21.25,0
299.13,310.76,1958.59,23.45,21.3,1
300.86,311.54,1592.43,20.47,21.35,0
303.29,310.15,928.88,31.15,21.41,1
302.7,310.8,1123.51,28.95,21.46,1
299.72,306.39,1848.34,22.11,21.54,1
298.28,311.52,1464.84,22.97,21.58,0
300.3,309.82,1581.19,22.51,21.62,0
299.11,307.66,1213.68,27.77,21.69,1
300.26,310.73,1447.1,23.3,21.73,0
301.66,311.5,1495.11,27.1,21.78,0
300.5,311.09,1661.91,23.26,21.83,0
301.89,310.62,1396.41,24.09,21.88,0
297.62,307.23,1308.8,28.72,21.92,0
299.37,309.4,1425.3,28.06,21.99,0
301.29,312.97,1169.93,28.3,22.05,1
302.58,312.52,1018.55,30.01,22.09,1
297.17,306.69,1985.09,21.95,22.15,1
300.12,310.79,1475.87,21.78,22.19,0
298.35,308.02,1071.26,29.07,22.23,1
300.42,307.39,1418.88,26.04,22.28,1
298.66,307.28,1255.63,28.73,22.34,0
301.77,309.71,1812.89,23.73,22.39,1
300.62,311.07,877.53,32.16,22.44,1
304.5,315.43,1168.58,30.7,22.51,1
298.17,308.59,1701.98,21.69,22.55,0
302.29,313.02,1516.95,25.47,22.59,0
303.81,313.47,1341.03,28.59,22.63,0
298.5,311.11,1809.29,20.2,22.67,1
299.93,310.81,1616.77,25.75,22.7,0
297.77,309.08,1956.83,19.76,22.76,1
298.54,309.25,1589.86,22.18,22.81,0
299.42,312.89,1122.78,28.54,22.85,1
298.48,309.71,1720.93,22.49,22.91,0
301.19,310.72,837.25,32.18,22.94,1
301.27,314.4,1592.71,23.27,23.0,0
302.81,311.81,1272.41,28.21,23.04,0
300.3,313.33,930.11,33.6,23.08,1
300.26,307.87,1731.63,21.34,23.11,1
302.48,310.36,1220.21,26.16,23.15,1
299.66,311.11,1218.91,26.63,23.2,0
300.97,307.58,1441.03,26.24,23.25,1
299.84,309.33,1827.89,23.2,23.3,1
300.18,310.14,1090.22,26.72,23.36,1
297.84,306.76,1014.32,29.16,23.39,1
297.83,310.15,1520.62,24.31,23.46,0
297.23,308.32,1084.47,31.19,23.51,1
304.21,313.07,816.86,30.56,23.54,1
304.02,312.71,1807.31,18.93,23.6,1
301.38,310.66,1499.96,25.26,23.65,0
300.63,309.23,1956.74,16.72,23.69,1
299.4,307.37,1362.56,26.05,23.74,1
296.52,305.81,1012.49,29.26,23.79,1
300.24,308.67,2105.06,18.5,23.83,1
299.64,307.05,1486.46,25.06,23.88,1
301.31,312.02,1717.29,19.35,23.93,0
300.84,308.68,1379.74,21.79,23.96,1
298.13,308.62,1234.44,29.99,24.0,0
300.97,309.39,1179.65,25.62,24.06,1
299.4,309.52,1351.37,25.27,24.12,0
301.18,312.47,1293.67,26.5,24.17,0
300.92,310.36,1201.74,25.76,24.21,0
298.44,309.12,1389.41,26.82,24.28,0
297.29,308.76,1583.22,21.21,24.34,0
299.05,309.2,1387.55,27.19,24.4,0
300.78,310.98,1211.51,29.26,24.46,0
295.03,303.2,1201.22,29.02,24.49,1
299.36,307.96,1840.07,24.02,24.56,1
297.64,305.6,965.27,30.18,24.62,1
302.03,311.0,1390.75,24.86,24.66,0
298.28,310.08,1218.7,26.68,24.7,0
300.75,310.39,1218.99,25.39,24.75,0
298.83,310.33,1631.98,21.96,24.8,0
299.71,308.42,875.0,30.47,24.86,1
300.79,310.76,1050.77,33.09,24.91,1
296.5,303.49,1135.97,30.97,24.97,1
298.56,309.36,1342.88,27.55,25.01,0
302.28,312.06,1783.77,24.78,25.06,0
301.28,313.48,2056.23,17.13,25.09,1
298.94,307.97,1248.47,26.2,25.13,0
299.27,308.44,1020.56,33.02,25.17,1
300.26,310.43,1344.48,30.13,25.2,0
298.08,307.77,1235.8,27.11,25.24,0
297.15,310.78,967.62,28.52,25.3,1
301.55,310.92,1689.43,23.53,25.35,0
297.9,307.24,1329.32,29.0,25.38,0
300.39,310.13,906.65,34.68,25.42,1
297.15,308.4,1266.24,28.01,25.49,0
300.68,307.87,1358.04,27.67,25.53,1
299.46,309.29,1284.19,28.39,25.59,0
299.06,305.68,1778.82,19.12,25.65,1
299.35,310.07,1010.44,31.49,25.68,1
297.77,308.38,2022.11,16.93,25.74,1
301.65,310.53,1540.88,22.39,25.78,0
298.71,309.2,1037.14,31.47,25.81,1
301.79,310.06,1303.55,23.67,25.84,1
300.76,310.46,1519.48,24.36,25.9,0
300.13,309.92,1339.49,28.45,25.95,0
299.72,312.4,1370.37,22.01,25.99,0
300.06,311.07,1372.33,26.13,26.03,0
303.62,313.0,1994.8,19.07,26.07,1
301.11,310.46,964.82,27.94,26.12,1
300.76,311.08,1028.99,29.35,26.15,1
298.42,306.12,1540.3,21.43,26.19,1
300.93,309.99,1447.56,26.93,26.25,0
298.61,309.41,1619.87,22.23,26.29,0
298.29,307.53,1294.48,27.09,26.35,0
298.38,309.58,1383.48,28.03,26.4,0
294.5,303.22,1760.62,18.16,26.48,0
296.13,307.15,1542.64,24.31,26.51,0
298.0,310.6,1905.32,20.09,26.58,1
301.72,313.36,1428.65,24.67,26.64,0
296.94,305.39,809.63,31.59,26.68,1
302.07,310.49,1172.6,28.24,26.72,1
297.56,308.19,1175.21,26.47,26.76,1
296.49,305.67,1013.88,28.3,26.81,1
299.25,309.2,1532.75,24.43,26.87,0
302.33,313.18,1827.71,19.64,26.93,1
299.49,310.19,2051.17,19.68,26.97,1
303.27,312.39,1755.57,19.47,27.03,0
300.76,307.88,1220.97,28.44,27.07,1
300.42,311.51,1569.34,22.77,27.12,0
303.62,314.7,932.08,31.59,27.17,1
299.32,309.14,1412.68,27.65,27.22,0
298.38,308.48,1427.47,26.85,27.27,0
300.75,312.21,1195.4,29.2,27.32,1
303.38,313.6,821.58,29.78,27.37,1
301.53,311.25,1868.59,19.44,27.42,1
302.2,309.88,1762.79,22.42,27.48,1
301.07,310.66,1405.02,28.5,27.53,0
303.07,312.45,1861.23,20.18,27.58,1
300.47,311.13,1489.84,23.8,27.62,0
302.59,313.1,1220.88,26.83,27.66,0
303.56,315.14,1423.85,20.2,27.72,0
300.78,306.31,869.07,32.03,27.77,1
300.65,311.81,1275.62,28.82,27.81,0
303.48,314.81,1831.84,18.45,27.85,1
299.45,309.53,1337.8,27.49,27.9,0
297.01,308.08,1300.27,27.92,27.92,0
302.29,309.96,1104.91,31.4,27.98,1
299.56,309.11,1447.42,25.64,28.02,0
298.67,310.4,2163.7,20.45,28.08,1
301.48,310.25,1438.44,29.0,28.14,0
301.01,311.42,1453.8,23.49,28.19,0
298.68,311.11,1717.42,22.44,28.23,0
297.13,307.27,2066.23,18.64,28.28,1
302.64,312.75,1826.34,23.35,28.32,1
301.48,313.11,1294.95,25.12,28.37,0
300.04,309.41,1233.67,30.74,28.41,0
300.98,310.67,1226.27,29.26,28.45,0
298.35,306.93,1475.88,25.44,28.5,1
299.96,311.1,1682.94,21.75,28.57,0
299.51,312.36,1396.18,27.25,28.61,0
300.8,310.27,1560.99,24.54,28.65,0
302.36,314.23,1112.15,28.75,28.7,1
299.01,308.66,1466.45,21.11,28.78,0
300.86,313.44,1809.34,25.15,28.85,1
296.89,308.54,1036.07,32.26,28.9,1
302.61,314.82,2351.04,14.58,28.95,1
297.38,307.88,1988.1,21.95,29.01,1
295.15,306.84,1756.72,20.76,29.06,0
300.99,311.94,1555.92,23.17,29.12,0
297.29,306.37,1058.91,32.02,29.17,1
301.0,312.08,1022.88,30.36,29.22,1
302.93,314.08,1477.66,28.45,29.28,0
302.61,312.47,1356.41,29.17,29.34,0
303.0,312.78,1397.8,25.06,29.4,0
299.08,310.08,1380.97,25.62,29.44,0
300.91,310.58,1691.55,22.94,29.49,0
297.92,307.28,1386.04,24.14,29.53,0
299.78,307.71,1216.62,27.85,29.57,1
300.23,308.23,1493.32,22.54,29.63,1
300.55,307.88,1151.85,28.3,29.69,1
297.3,308.7,1214.94,28.02,29.73,0
302.08,314.3,1626.44,19.27,29.79,0
302.03,314.11,1623.58,22.14,29.83,0
301.41,310.22,1843.43,20.76,29.91,1
296.8,305.1,1481.87,28.43,29.94,1
302.69,312.69,1317.92,25.98,29.97,0
297.83,305.62,1245.06,28.96,30.02,1
297.75,308.14,1517.75,26.64,30.08,0
298.08,311.12,1879.38,19.76,30.13,1
300.59,310.49,2003.87,17.85,30.17,1
299.11,309.17,1801.8,22.01,30.23,1
300.6,311.6,1928.43,18.69,30.29,1
303.63,313.51,1388.6,26.44,30.32,0
299.8,309.35,1361.36,23.42,30.38,0
300.47,309.61,1252.26,27.96,30.43,0
299.27,311.06,768.76,32.95,30.47,1
297.38,306.68,608.8,33.49,30.52,1
300.75,309.99,1679.11,22.0,30.56,0
300.16,309.6,862.2,27.25,30.62,1
296.86,305.69,1464.12,28.06,30.66,0
299.89,312.28,1517.35,25.02,30.7,0
299.95,309.14,1527.41,24.78,30.76,0
294.75,304.85,1743.3,23.7,30.8,0
301.5,310.87,980.75,29.09,30.84,1
300.47,310.08,1432.14,25.41,30.9,0
300.16,309.7,887.66,31.91,30.96,1
296.93,309.4,1588.93,24.91,31.01,0
303.49,311.91,1571.92,23.5,31.06,1
299.15,309.31,1066.38,28.22,31.1,1
299.38,308.3,1661.31,26.12,31.15,0
301.07,311.33,1059.37,30.76,31.21,1
302.27,313.41,1346.84,24.04,31.26,0
302.6,312.17,1636.66,23.53,31.33,0
303.31,312.03,1169.98,28.19,31.39,1
300.0,311.09,1027.42,30.23,31.44,1
302.89,311.77,1433.28,23.96,31.5,0
298.48,307.4,1010.62,28.95,31.54,1
298.95,308.23,1129.1,30.46,31.58,1
301.12,309.68,1286.49,24.48,31.64,1
303.68,314.65,1826.57,22.08,31.67,1
302.72,315.09,1423.59,24.0,31.72,0
301.76,311.67,963.28,33.32,31.78,1
300.15,307.78,1849.35,22.68,31.82,1
303.39,313.32,1214.11,25.86,31.85,0
298.65,306.38,1573.84,25.1,31.9,1
299.03,307.83,1397.7,25.71,31.97,0
301.28,311.63,1208.95,28.1,32.04,0
300.43,310.73,1190.89,28.47,32.09,1
298.09,305.47,1613.22,23.01,32.14,1
299.0,308.44,1333.41,27.14,32.19,0
299.79,310.58,1610.27,26.44,32.24,0
301.6,311.01,678.08,36.66,32.29,1
303.55,312.72,1633.36,24.97,32.34,0
298.42,312.18,1510.79,23.82,32.41,0
297.2,307.99,1330.15,26.47,32.46,0
298.6,306.99,1076.91,31.19,32.52,1
302.69,313.93,517.49,35.34,32.58,1
297.58,306.37,1141.04,26.52,32.64,1
300.89,308.97,1651.05,23.01,32.69,1
301.08,310.25,1493.54,24.7,32.75,0
302.25,310.43,1440.33,24.79,32.8,1
296.58,307.4,992.59,29.78,32.84,1
302.22,309.79,1167.41,28.18,32.88,1
297.18,305.98,1075.3,28.44,32.93,1
300.02,308.25,2039.97,18.71,32.98,1
302.4,312.05,1270.66,25.01,33.03,0
296.01,304.15,1229.69,23.8,33.09,1
302.91,311.35,1682.29,24.88,33.14,1
302.58,311.23,1412.39,25.61,33.21,0
298.34,308.23,1074.4,29.07,33.27,1
296.13,304.69,965.31,30.21,33.32,1
301.19,312.37,1112.46,28.89,33.36,1
301.45,311.57,1887.27,21.45,33.4,1
297.76,309.06,1378.4,28.68,33.44,0
299.45,307.26,1262.12,28.89,33.5,1
300.6,312.63,1443.44,25.54,33.54,0
301.78,307.69,1749.4,21.11,33.6,1
300.99,311.18,1258.64,28.14,33.67,0
301.93,313.89,711.21,31.61,33.72,1
303.75,313.25,1318.9,26.62,33.78,0
298.87,307.19,1743.03,24.85,33.83,1
300.76,312.69,1396.41,28.21,33.87,0
301.42,309.86,1239.11,26.36,33.9,1
303.5,313.99,1341.54,23.4,33.95,0
302.92,313.8,876.16,33.4,33.98,1
297.83,305.6,1079.17,29.03,34.02,1
301.79,308.77,1449.87,28.41,34.07,1
299.05,309.14,1716.04,17.35,34.13,0
297.85,306.71,1243.83,25.11,34.17,0
302.21,311.59,1522.81,24.24,34.21,0
302.79,311.59,1242.88,26.88,34.25,0
300.69,312.63,1610.06,23.63,34.31,0
301.96,310.52,1309.8,27.98,34.38,1
304.0,314.06,673.39,31.89,34.43,1
299.78,309.72,1238.22,24.52,34.47,0
299.28,309.65,1095.0,27.16,34.52,1
304.02,313.05,1611.25,23.19,34.56,0
299.57,310.9,1720.34,21.03,34.6,0
301.72,310.71,1487.86,25.44,34.66,0
300.69,309.45,1468.57,22.22,34.7,0
302.83,312.2,1320.74,28.21,34.75,0
298.17,310.45,1416.14,26.21,34.81,0
296.74,306.81,1585.8,21.37,34.86,0
302.58,315.0,1294.44,24.59,34.91,0
299.44,308.09,1165.56,28.86,34.96,1
300.64,311.66,1351.42,31.15,35.03,0
300.41,310.78,1540.03,28.12,35.08,0
300.41,310.57,1693.18,25.16,35.14,0
297.83,309.12,1303.43,29.27,35.19,0
300.11,310.56,1221.25,30.53,35.23,0
299.48,310.08,1124.01,24.87,35.28,1
299.07,309.12,1067.51,27.58,35.33,1
301.91,312.5,1872.41,20.53,35.37,1
301.83,313.55,1284.12,26.26,35.43,0
297.11,305.1,1220.31,30.76,35.49,1
297.57,305.58,733.05,30.78,35.53,1
300.27,311.18,1416.4,26.14,35.57,0
300.43,313.72,1174.5,26.65,35.62,1
296.96,304.51,1460.79,27.34,35.67,1
299.67,307.76,1560.71,22.78,35.72,1
300.8,309.88,2048.09,17.29,35.79,1
299.73,308.57,1493.54,26.04,35.85,0
295.03,303.96,1329.17,28.43,35.89,0
299.82,309.92,1421.55,25.28,35.93,0
300.18,311.71,1533.87,27.79,35.97,0
301.24,308.02,1482.16,24.19,36.02,1
296.99,305.38,1591.91,25.57,36.06,1
300.83,310.18,1445.92,28.27,36.12,0
300.91,310.49,2167.2,15.1,36.19,1
294.76,300.79,1720.02,23.42,36.25,1
298.82,310.37,1201.85,29.4,36.31,0
300.25,309.98,1031.98,25.98,36.37,1
296.92,307.22,1292.59,26.64,36.44,0
300.8,313.17,1121.83,28.43,36.49,1
299.93,306.92,1249.06,28.67,36.55,1
300.33,309.77,1611.62,27.73,36.61,0
294.9,304.97,1614.47,27.77,36.64,0
300.34,310.22,1348.77,26.82,36.71,0
298.08,306.19,1428.46,23.51,36.76,1
299.43,311.06,2139.82,24.52,36.81,1
300.06,312.19,1041.16,27.97,36.86,1
297.86,307.5,1524.97,24.63,36.92,0
300.93,310.43,1439.96,23.38,36.96,0
303.01,313.37,1462.18,27.17,37.02,0
299.45,311.14,1488.11,28.96,37.07,0
300.04,311.06,1127.26,30.12,37.13,1
299.54,310.27,1762.49,25.67,37.17,0
300.58,308.41,1136.31,29.38,37.23,1
299.84,308.92,887.2,30.59,37.28,1
300.8,310.72,1275.25,23.53,37.33,0
300.04,309.14,1151.45,27.5,37.37,1
299.79,307.26,1354.05,27.4,37.4,1
301.19,312.19,1437.27,23.83,37.45,0
299.67,310.46,1725.61,23.94,37.51,0
301.65,310.88,912.8,31.42,37.55,1
299.63,311.64,1802.55,21.66,37.6,1
302.46,312.13,1190.29,29.06,37.65,1
303.62,314.22,1502.42,28.17,37.7,0
300.3,311.98,1075.0,24.24,37.76,1
298.35,309.06,1662.52,25.28,37.82,0
300.1,312.14,1684.26,23.04,37.88,0
302.56,311.61,1625.13,27.2,37.94,0
300.17,312.56,821.52,31.15,37.97,1
297.04,306.84,1988.21,24.62,38.01,1
302.74,312.44,1597.95,25.35,38.07,0
302.55,313.71,1431.99,25.12,38.11,0
298.73,309.48,959.61,26.27,38.15,1
300.14,309.4,880.68,31.27,38.2,1
299.44,310.3,1943.04,17.09,38.24,1
301.65,311.75,1345.25,29.12,38.3,0
299.78,311.0,951.63,34.76,38.34,1
299.46,310.8,1467.98,25.17,38.4,0
303.15,311.92,1748.14,23.11,38.46,0
298.94,307.75,1187.64,27.44,38.51,1
299.69,308.11,1272.5,22.27,38.56,1
302.61,314.52,1336.21,24.85,38.62,0
300.4,308.83,1665.05,22.39,38.66,1
301.67,314.12,1236.55,28.03,38.7,0
295.75,304.65,1457.21,27.06,38.76,0
300.61,309.63,1314.73,27.8,38.83,0
300.56,312.5,1289.64,28.1,38.86,0
302.28,314.31,1340.39,25.81,38.94,0
295.54,304.39,1000.91,31.19,38.98,1
297.74,307.54,1653.1,24.6,39.04,0
298.47,307.62,1623.93,27.22,39.08,0
300.71,310.26,1466.41,25.8,39.14,0
301.13,308.69,1528.27,25.26,39.2,1
300.01,311.9,966.37,30.69,39.25,1
298.68,309.17,1574.06,23.11,39.31,0
301.35,314.39,1530.76,22.02,39.34,0
302.07,309.06,1039.58,30.11,39.39,1
297.32,308.19,1712.59,23.66,39.43,0
300.37,310.28,1766.56,25.29,39.49,0
305.25,314.87,1107.43,33.08,39.54,1
301.87,312.63,1218.44,28.0,39.59,0
299.09,308.41,1049.98,28.68,39.64,1
299.21,310.5,1468.14,26.59,39.68,0
300.22,310.43,946.23,33.31,39.72,1
299.98,310.4,815.72,28.97,39.76,1
302.88,312.74,1013.82,30.74,39.8,1
297.68,308.6,1332.78,25.16,39.84,0
298.73,308.19,1258.33,23.23,39.88,0
295.28,303.44,1689.08,19.5,39.93,1
299.41,309.44,1285.99,26.84,39.97,0
301.34,312.71,974.89,31.73,40.03,1
296.15,304.88,1914.77,19.8,40.07,1
299.94,307.22,1093.78,29.63,40.11,1
301.66,309.94,1347.73,27.42,40.16,1
298.41,309.17,2073.41,20.27,40.21,1
302.66,311.92,1886.83,20.43,40.26,1
301.6,310.84,1802.03,23.71,40.31,1
302.65,315.94,1013.53,29.77,40.37,1
298.89,307.78,1316.09,26.55,40.41,0
299.18,311.72,1443.33,24.47,40.45,0
298.67,307.45,1435.93,26.33,40.51,0
303.74,316.26,1853.37,20.99,40.57,1
297.0,306.07,1811.58,21.91,40.62,1
297.99,308.03,1772.99,24.58,40.66,0
297.42,306.81,1705.67,25.15,40.7,0
301.03,310.06,1429.72,29.93,40.75,0
300.97,309.79,986.34,26.15,40.79,1
301.79,311.74,1738.17,24.25,40.85,0
297.16,308.25,1771.26,21.83,40.91,0
303.02,312.6,1385.52,26.28,40.97,0
297.63,305.97,1653.62,22.87,41.01,1
299.86,308.8,1648.67,24.28,41.05,0
296.14,305.4,1782.56,23.81,41.1,0
297.6,307.92,1779.5,22.11,41.14,0
297.47,305.7,1301.39,28.29,41.18,1
299.34,310.42,1184.08,27.56,41.21,1
302.17,312.79,1072.27,29.84,41.27,1
297.97,308.12,1545.65,27.0,41.32,0
295.38,308.12,1666.1,18.74,41.34,0
301.24,310.97,1342.24,28.43,41.39,0
301.73,309.73,911.34,34.48,41.45,1
300.94,311.21,1508.3,25.41,41.5,0
299.59,308.78,1736.71,23.41,41.52,0
297.43,306.53,1463.78,24.5,41.56,0
299.16,310.2,1525.91,23.59,41.59,0
300.4,309.58,1578.67,24.09,41.64,0
299.19,312.37,1353.82,29.53,41.7,0
301.07,311.13,1477.29,21.24,41.75,0
301.1,313.21,1216.28,30.25,41.8,0
299.07,306.05,1563.72,25.04,41.85,1
301.36,312.54,1586.88,24.24,41.89,0
297.81,306.41,1213.13,26.02,41.95,0
300.86,308.67,1800.58,21.72,41.99,1
300.54,311.1,1446.15,22.22,42.04,0
298.17,309.38,1760.77,26.84,42.09,0
297.74,305.67,996.41,27.71,42.14,1
298.88,306.3,900.89,29.84,42.2,1
301.91,311.72,1413.63,28.25,42.25,0
300.54,313.26,1555.13,24.26,42.31,0
298.93,307.36,1792.98,18.16,42.37,1
299.67,309.37,1766.86,20.97,42.41,0
298.68,306.68,2159.65,15.24,42.47,1
300.86,310.98,1484.16,24.76,42.53,0
299.85,310.78,1622.08,23.62,42.57,0
302.09,312.94,1755.72,22.14,42.61,0
298.29,307.59,1962.94,15.36,42.66,1
300.53,312.52,1113.41,30.13,42.69,1
304.7,316.06,1765.96,22.23,42.75,0
300.37,307.56,1283.01,25.08,42.81,1
299.34,309.37,1428.83,23.36,42.87,0
302.93,311.5,1697.56,19.1,42.92,1
297.32,309.27,1496.32,28.61,42.97,0
298.88,307.72,1338.03,25.47,43.01,0
299.54,308.38,1242.12,30.05,43.06,0
298.95,309.68,1512.62,24.64,43.11,0
298.7,311.7,1225.94,26.35,43.17,0
296.47,305.94,1382.52,30.11,43.21,0
304.53,315.19,1286.45,23.04,43.26,0
296.79,305.13,932.87,32.75,43.32,1
298.51,305.28,1617.7,22.55,43.36,1
297.79,308.39,2073.28,20.11,43.41,1
301.41,312.22,1692.45,21.32,43.46,0
297.56,307.03,932.72,31.84,43.52,1
301.36,311.22,1443.5,28.23,43.57,0
299.68,310.52,1348.98,23.67,43.63,0
303.19,313.09,1322.64,24.03,43.7,0
299.26,307.4,1755.47,22.52,43.75,1
298.25,307.55,1401.6,24.93,43.81,0
299.36,308.86,1347.16,27.22,43.84,0
300.99,310.27,1298.17,27.57,43.9,0
297.79,310.65,1526.33,24.41,43.95,0
300.55,306.96,1396.74,23.94,44.0,1
298.96,310.16,1317.43,28.95,44.05,0
299.27,309.15,1666.49,20.16,44.09,0
301.14,311.29,1387.02,24.26,44.14,0
298.23,307.39,1595.49,23.52,44.19,0
299.4,307.32,1588.04,23.74,44.24,1
299.46,311.07,1298.25,24.19,44.29,0
299.59,310.66,917.6,29.48,44.35,1
301.81,312.72,780.45,30.36,44.41,1
301.84,314.7,1582.85,23.64,44.43,0
300.3,310.09,1346.41,27.5,44.47,0
302.58,313.79,1505.96,24.23,44.51,0
298.31,307.52,1153.79,28.8,44.55,1
300.72,311.02,1157.67,26.44,44.59,1
299.97,310.72,1575.65,23.36,44.65,0
301.67,309.69,956.34,33.43,44.72,1
300.18,308.48,1325.94,23.63,44.78,1
298.29,306.35,1731.63,22.81,44.83,1
298.41,306.04,1616.2,28.34,44.88,1
298.81,310.06,1836.95,21.72,44.93,1
300.99,311.87,1249.74,27.86,44.98,0
302.77,312.82,1705.09,22.49,45.03,0
299.51,308.76,1487.74,25.39,45.08,0
301.27,311.42,1679.11,23.97,45.14,0
300.31,312.41,1539.37,25.05,45.2,0
303.7,311.38,1599.88,26.13,45.26,1
299.21,309.2,1346.78,27.12,45.29,0
302.25,312.18,1048.37,30.8,45.34,1
298.12,308.33,1706.34,23.53,45.4,0
301.93,312.81,1361.84,27.33,45.45,0
298.18,309.03,1226.24,29.42,45.51,0
302.44,310.25,1565.81,24.17,45.55,1
300.85,310.49,1589.42,27.87,45.6,0
297.76,308.47,1631.24,20.44,45.67,0
298.99,308.24,1349.21,29.61,45.74,0
304.52,316.16,953.42,30.66,45.8,1
299.01,307.87,848.07,32.36,45.85,1
298.88,307.29,1037.64,26.81,45.91,1
299.06,308.29,1987.84,20.09,45.97,1
301.21,308.28,1653.53,22.78,46.01,1
302.31,313.14,1806.57,21.7,46.06,1
300.87,312.73,1486.7,27.25,46.11,0
300.53,311.73,1443.55,25.3,46.15,0
299.78,307.01,1253.15,27.24,46.19,1
303.91,313.13,1336.62,27.65,46.23,0
301.55,313.87,1701.11,19.85,46.26,0
305.53,314.84,1265.63,28.62,46.3,0
303.3,313.91,1356.91,23.91,46.34,0
298.94,309.64,403.95,37.28,46.4,1
301.93,314.23,1394.49,23.02,46.46,0
300.24,311.14,1463.57,27.53,46.49,0
299.81,309.54,1158.86,29.09,46.54,1
300.32,311.39,1785.37,21.77,46.6,0
298.56,309.53,1725.01,20.82,46.66,0
300.56,313.4,746.04,32.24,46.72,1
299.57,309.1,1294.4,24.98,46.77,0
299.73,307.89,1644.06,27.17,46.81,1
298.34,305.86,1607.71,21.12,46.86,1
302.04,310.93,1107.5,26.89,46.91,1
302.24,310.62,1634.65,21.13,46.98,1
299.55,310.36,1971.62,19.74,47.03,1
298.44,306.67,1583.98,25.77,47.07,1
300.77,308.67,1783.59,24.42,47.13,1
300.99,310.92,1442.28,29.73,47.17,0
302.16,312.83,1597.45,22.75,47.23,0
298.46,306.98,1873.61,22.3,47.29,1
300.72,312.49,1696.55,23.19,47.34,0
303.38,314.71,1428.28,26.75,47.38,0
298.82,308.48,1374.37,26.68,47.42,0
301.97,313.86,1413.25,25.87,47.48,0
301.05,311.87,1349.0,23.26,47.53,0
299.49,312.66,1436.75,28.91,47.58,0
300.05,310.82,1664.25,26.0,47.64,0
297.3,306.46,1230.72,28.05,47.69,0
297.67,307.62,1292.72,21.34,47.73,0
302.41,312.59,1197.67,28.4,47.78,1
296.42,305.03,1358.75,25.66,47.82,0
301.7,311.77,1710.85,23.33,47.88,0
299.56,310.22,1618.69,26.7,47.92,0
297.9,308.52,1153.31,25.93,47.97,1
301.74,312.16,1164.23,29.04,48.03,1
296.2,304.4,1753.17,21.23,48.07,1
299.31,309.76,1170.89,22.52,48.11,1
298.63,308.59,1166.51,24.67,48.18,1
298.57,308.34,1361.3,27.53,48.22,0
298.94,311.35,1278.94,27.19,48.27,0
300.32,309.05,1720.7,21.43,48.33,0
300.22,308.91,1483.76,28.16,48.38,0
301.74,309.18,1241.98,24.77,48.44,1
303.57,315.52,760.33,30.83,48.49,1
302.6,313.29,1326.25,30.05,48.54,0
299.44,308.01,1116.11,29.09,48.58,1
298.01,307.43,1336.57,28.03,48.64,0
298.87,309.94,1522.55,22.78,48.67,0
299.78,310.66,1270.75,31.94,48.74,0
298.42,307.39,1873.57,18.44,48.79,1
